Benchmark;Mode;Threads;Samples;Score;Score Error (99,9%);Unit;RandomKeys;Size;Type;UseCapacity
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;21,371787;0,530531;ns/op;true;10321;Array;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;21,229039;2,108863;ns/op;true;10321;Array94;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,649001;0,016889;ns/op;true;10321;Cellar;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;38,548469;0,246342;ns/op;true;10321;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;10,647087;0,203233;ns/op;true;10321;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;12,073689;0,350562;ns/op;true;10321;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;12,000868;0,129842;ns/op;true;10321;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;12,366814;0,252644;ns/op;true;10321;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;24,545199;4,124474;ns/op;true;11585;Array;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;25,482816;2,118333;ns/op;true;11585;Array94;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,901464;0,663346;ns/op;true;11585;Cellar;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;40,087021;0,56769;ns/op;true;11585;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;11,587137;0,117522;ns/op;true;11585;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;9,479937;0,526634;ns/op;true;11585;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;12,743327;0,038423;ns/op;true;11585;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;13,644959;0,175109;ns/op;true;11585;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;12,285071;1,078476;ns/op;true;13004;Array;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;28,56762;0,929928;ns/op;true;13004;Array94;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;9,534483;0,386813;ns/op;true;13004;Cellar;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;41,047949;0,964936;ns/op;true;13004;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;8,85003;0,122712;ns/op;true;13004;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;9,825153;0,208395;ns/op;true;13004;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;10,15921;0,369992;ns/op;true;13004;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;10,236585;0,086347;ns/op;true;13004;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;12,794048;0,295353;ns/op;true;14596;Array;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;54,409934;0,61499;ns/op;true;14596;Array94;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;10,84628;2,682016;ns/op;true;14596;Cellar;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;43,24195;1,012043;ns/op;true;14596;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;9,296109;0,095502;ns/op;true;14596;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;10,821246;0,074406;ns/op;true;14596;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;10,347781;0,14125;ns/op;true;14596;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;10,721193;0,60772;ns/op;true;14596;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;16,387433;0,550688;ns/op;true;16384;Array;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;15,29003;1,501355;ns/op;true;16384;Array94;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;10,575942;0,153054;ns/op;true;16384;Cellar;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;37,90631;0,315221;ns/op;true;16384;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;10,171914;0,436183;ns/op;true;16384;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;11,10214;0,12148;ns/op;true;16384;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;11,09025;0,07993;ns/op;true;16384;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;11,359364;0,030166;ns/op;true;16384;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;28,922926;5,809529;ns/op;true;1024000;Array;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;28,907619;4,312295;ns/op;true;1024000;Array94;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;16,37332;0,414157;ns/op;true;1024000;Cellar;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;86,007936;8,373145;ns/op;true;1024000;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;21,250697;0,662761;ns/op;true;1024000;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;22,823525;0,463241;ns/op;true;1024000;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;23,321148;0,301746;ns/op;true;1024000;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;23,821963;0,350791;ns/op;true;1024000;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;30,050282;1,198046;ns/op;true;1149000;Array;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;29,615895;1,204824;ns/op;true;1149000;Array94;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;9;22,117486;0,505521;ns/op;true;1149000;Cellar;true
