Benchmark;Mode;Threads;Samples;Score;Score Error (99,9%);Unit;RandomKeys;Size;Type;UseCapacity
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;6,136288;0,045321;ns/op;true;10321;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;5,603595;0,60366;ns/op;true;11585;SeparateChaining;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;35,029692;0,296068;ns/op;true;11585;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;12,161059;0,051166;ns/op;true;11585;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;9,246142;0,055094;ns/op;true;11585;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;6,441665;0,040723;ns/op;true;11585;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;13,441047;0,173158;ns/op;true;11585;OpenLinearMixModulo;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;6,463446;0,136957;ns/op;true;11585;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;5,429193;0,042128;ns/op;true;13004;SeparateChaining;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;35,178534;0,222698;ns/op;true;13004;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;9,004733;0,039976;ns/op;true;13004;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;10,07351;1,212366;ns/op;true;13004;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;6,375225;0,03249;ns/op;true;13004;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;10,596725;0,091649;ns/op;true;13004;OpenLinearMixModulo;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;6,095679;0,031481;ns/op;true;13004;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;5,416002;0,099012;ns/op;true;14596;SeparateChaining;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;36,021762;0,108018;ns/op;true;14596;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;9,71501;0,08861;ns/op;true;14596;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;11,10852;0,11967;ns/op;true;14596;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;6,303913;0,044934;ns/op;true;14596;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;11,187383;0,063988;ns/op;true;14596;OpenLinearMixModulo;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;6,010489;0,047665;ns/op;true;14596;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;5,32112;0,044022;ns/op;true;16384;SeparateChaining;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;34,89481;0,334525;ns/op;true;16384;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;10,504637;0,270863;ns/op;true;16384;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;11,968155;0,098156;ns/op;true;16384;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;6,268163;0,06475;ns/op;true;16384;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;11,971197;0,076105;ns/op;true;16384;OpenLinearMixModulo;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;6,118642;0,980364;ns/op;true;16384;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;10,677573;0,388194;ns/op;true;1024k;SeparateChaining;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;107,725331;10,920568;ns/op;true;1024k;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;23,135815;0,142095;ns/op;true;1024k;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;21,56293;0,409448;ns/op;true;1024k;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;25,014467;0,230541;ns/op;true;1024k;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;24,123976;0,6534;ns/op;true;1024k;OpenLinearMixModulo;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;24,532495;1,048752;ns/op;true;1024k;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;20,697868;5,245289;ns/op;true;1149k;SeparateChaining;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;99,754141;2,477062;ns/op;true;1149k;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;22,577352;0,343165;ns/op;true;1149k;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;22,963899;0,177976;ns/op;true;1149k;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;23,697849;0,1675;ns/op;true;1149k;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;25,226353;0,265845;ns/op;true;1149k;OpenLinearMixModulo;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;25,291387;0,465696;ns/op;true;1149k;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;16,887972;0,308373;ns/op;true;1290k;SeparateChaining;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;99,195395;1,632349;ns/op;true;1290k;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;25,493594;1,239024;ns/op;true;1290k;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;25,076653;0,65209;ns/op;true;1290k;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;25,025273;0,368065;ns/op;true;1290k;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;26,326906;1,834159;ns/op;true;1290k;OpenLinearMixModulo;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;23,129452;0,238718;ns/op;true;1290k;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;18,956885;0,431132;ns/op;true;1448k;SeparateChaining;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;102,770541;2,042546;ns/op;true;1448k;LockFree;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;25,190109;1,054343;ns/op;true;1448k;FastUtil;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;32,912344;1,096775;ns/op;true;1448k;Koloboke;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;23,488542;0,414512;ns/op;true;1448k;OpenLinearFibonacci;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;28,061205;1,846718;ns/op;true;1448k;OpenLinearMixModulo;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;24,805066;2,480052;ns/op;true;1448k;RobinHood;true
org.kblees.hashtable.primitive.IntSetAddBenchmark.add;avgt;1;5;16,665991;0,430876;ns/op;true;1625k;SeparateChaining;true
