Benchmark;Mode;Threads;Samples;Score;Score Error (99,9%);Unit;HashTable;Key;RandomKeys;Size;UseCapacity
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;483,332101;264,415614;ns/op;NonBlocking;SlowHashInt;true;1448000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;440,959452;185,789617;ns/op;NonBlocking;SlowHashInt;true;1625000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;419,868843;179,048665;ns/op;NonBlocking;SlowHashInt;true;1825000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;387,170416;182,339281;ns/op;NonBlocking;SlowHashInt;true;2048000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;580,293462;438,51544;ns/op;NonBlocking;SlowHashInt;true;2299000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;542,020617;496,002136;ns/op;NonBlocking;SlowHashInt;true;2580000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;506,998425;441,297145;ns/op;NonBlocking;SlowHashInt;true;2896000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;468,766232;306,695633;ns/op;NonBlocking;SlowHashInt;true;3251000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;429,95759;294,28757;ns/op;NonBlocking;SlowHashInt;true;3649000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;407,142175;135,593906;ns/op;NonBlocking;SlowHashInt;true;4096000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;611,163663;163,194155;ns/op;NonBlocking;SlowHashInt;true;4598000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;557,864385;542,818803;ns/op;NonBlocking;SlowHashInt;true;5161000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;528,929786;524,576623;ns/op;NonBlocking;SlowHashInt;true;5793000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;483,374163;377,381973;ns/op;NonBlocking;SlowHashInt;true;6502000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;446,54078;2,411681;ns/op;NonBlocking;SlowHashInt;true;7298000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;413,330724;91,601352;ns/op;NonBlocking;SlowHashInt;true;8192000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;636,847978;969,508414;ns/op;NonBlocking;SlowHashInt;true;9195000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;578,365725;336,591725;ns/op;NonBlocking;SlowHashInt;true;10321000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;517,300335;184,001588;ns/op;NonBlocking;SlowHashInt;true;11585000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;488,473485;424,973495;ns/op;NonBlocking;SlowHashInt;true;13004000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;475,724307;1200,520515;ns/op;NonBlocking;SlowHashInt;true;14596000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;448,17205;477,006744;ns/op;NonBlocking;SlowHashInt;true;16384000;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;92,439163;57,69634;ns/op;Koloboke;SlowHashInt;true;1024;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;87,146098;41,173195;ns/op;Koloboke;SlowHashInt;true;1149;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;81,516809;46,691931;ns/op;Koloboke;SlowHashInt;true;1290;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;119,788999;83,736327;ns/op;Koloboke;SlowHashInt;true;1448;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;112,886073;73,886916;ns/op;Koloboke;SlowHashInt;true;1625;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;105,690502;63,867807;ns/op;Koloboke;SlowHashInt;true;1825;false
org.kblees.hashtable.AddBenchmark.put;avgt;1;3;96,738649;58,7531;ns/op;Koloboke;SlowHashInt;true;2048;false
